Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Toyota,2019.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,37990
Audi,2011.0,A3,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Diesel,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,9800
Ford,2012.0,Focus,Hatchback,USED,Manual,"4 cyl, 2 L",Front,Unleaded,Blue / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,13980
Volkswagen,2023.0,T-Cross,Alto Volkswagen North Shore New Cars,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,Grey / Black/Grey,3 cyl,SUV, 4 Doors, 5 Seats,42990
Mazda,2009.0,3,Sedan,USED,Manual,"4 cyl, 2 L",Front,Unleaded,Grey / Black,4 cyl,Sedan, 4 Doors, 5 Seats,10990
Toyota,2015.0,Yaris,Hatchback,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,Grey / Black Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,19480
Kia,2020.0,Carnival,Wagon,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,Grey / Black,4 cyl,Wagon, 4 Doors, 8 Seats,41990
Hyundai,2020.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,29999
Toyota,2008.0,Yaris,Sedan,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,Black / -,4 cyl,Sedan, 4 Doors, 5 Seats,4990
Toyota,2023.0,Landcruiser,Ute / Tray,USED,Manual,"8 cyl, 4.5 L",AWD,Diesel,White / -,8 cyl,Ute / Tray, 2 Doors, 2 Seats,126988
Holden,2017.0,Trailblazer,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Red / -,4 cyl,SUV, 4 Doors, 7 Seats,31969
Mazda,2021.0,CX-3,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,28990
Volvo,2022.0,C40,TAG Volvo New Cars,DEMO,Automatic,0 L,Front,Electric,Black / -,0 L,SUV, 4 Doors, 5 Seats,79990
Nissan,2005.0,Patrol,SUV,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,Silver / -,4 cyl,SUV, 4 Doors, 7 Seats,21990
Nissan,2017.0,Navara,Ute / Tray,USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,29990
Holden,2016.0,Cruze,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Red / Black,4 cyl,Sedan, 4 Doors, 5 Seats,13990
Jaguar,2012.0,XF,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Premium,- / -,4 cyl,Sedan, 4 Doors, 5 Seats,19990
Holden,2015.0,Commodore,Wagon,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,White / -,6 cyl,Wagon, 4 Doors, 5 Seats,24790
Suzuki,2016.0,Swift,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,Yellow / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,19998
Mitsubishi,2004.0,Pajero,SUV,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,- / -,4 cyl,SUV, 4 Doors, 7 Seats,13990
Toyota,2008.0,Hiace,Commercial,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,White / Grey,4 cyl,Commercial, 4 Doors, 3 Seats,22999
Ford,2008.0,Ranger,Ute / Tray,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,White / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,14999
Kia,2022.0,RIO,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,Black / -,4 cyl,Hatchback, 5 Doors, 5 Seats,26990
Holden,2017.0,Colorado,Ute / Tray,USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,Grey / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,37985
Hyundai,2016.0,Iload,Commercial,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,White / White,4 cyl,Commercial, 4 Doors, 3 Seats,25990
Holden,2013.0,UTE,Ute / Tray,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,Black / Black,8 cyl,Ute / Tray, 2 Doors, 2 Seats,45990
Mercedes-Benz,2019.0,GLC300,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,68888
MG,2023.0,ZS,Newspot MG Hampstead Gardens,NEW,Automatic,"4 cyl, 1.5 L",Front,-,White / -,4 cyl,SUV, 4 Doors, 5 Seats,23990
Mitsubishi,2017.0,Lancer,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,16444
BMW,2021.0,X1,SUV,USED,Automatic,"4 cyl, 2 L",Front,Premium,Black / Leather,4 cyl,SUV, 4 Doors, 5 Seats,52490
Volkswagen,2018.0,Multivan,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Diesel,Blue / Black,4 cyl,Wagon, 4 Doors, 7 Seats,42990
Ford,2013.0,Territory,SUV,USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,White / Grey,6 cyl,SUV, 4 Doors, 7 Seats,14985
Hyundai,2015.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,23888
Renault,2014.0,Trafic,Commercial,USED,Manual,"4 cyl, 2 L",Front,Diesel,White / -,4 cyl,Commercial, 2 Doors, 3 Seats,17990
Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,Red / -,5 cyl,Ute / Tray, 4 Doors, 5 Seats,35950
Holden,2019.0,Calais,Wagon,USED,Automatic,"6 cyl, 3.6 L",AWD,Premium,Red / -,6 cyl,Wagon, 4 Doors, 5 Seats,37990
Mitsubishi,2021.0,Outlander,SUV,USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 7 Seats,33750
Land,2018.0,Rover,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,Grey / Cream Leather,6 cyl,SUV, 4 Doors, 5 Seats,112950
Mazda,2017.0,BT-50,Ute / Tray,USED,Manual,"4 cyl, 2.2 L",Rear,Diesel,White / -,4 cyl,Ute / Tray, 2 Doors, 3 Seats,16999
Toyota,2017.0,C-HR,SUV,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,28490
BMW,2017.0,X1,SUV,USED,Automatic,"4 cyl, 2 L",Front,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,37888
Volkswagen,2022.0,Tiguan,Bathurst Volkswagen,NEW,Automatic,"4 cyl, 2 L",AWD,Premium,Red / -,4 cyl,SUV, 4 Doors, 7 Seats,57490
Toyota,2020.0,Corolla,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,White / Black,4 cyl,Sedan, 4 Doors, 5 Seats,32490
Kia,2019.0,Stinger,Sedan,USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,Red / -,6 cyl,Sedan, 4 Doors, 5 Seats,47990
Nissan,2013.0,X-Trail,SUV,USED,Manual,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,10990
Ford,2005.0,Falcon,Wagon,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,Silver / Black,6 cyl,Wagon, 4 Doors, 5 Seats,5999
Holden,2006.0,Commodore,Sedan,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Red / -,6 cyl,Sedan, 4 Doors, 5 Seats,5995
Holden,2015.0,Captiva,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,Brown / -,4 cyl,SUV, 4 Doors, 7 Seats,13995
Volkswagen,2013.0,Tiguan,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Grey / Grey,4 cyl,SUV, 4 Doors, 5 Seats,16999
Ssangyong,2023.0,Rexton,Wayne Phillis SsangYong,NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,Grey / -,4 cyl,SUV, 4 Doors, 7 Seats,56440
Audi,2015.0,Q3,SUV,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Black / -,4 cyl,SUV, 4 Doors, 5 Seats,20995
Toyota,2018.0,86,Coupe,USED,Automatic,"4 cyl, 2 L",Rear,Premium,Red / -,4 cyl,Coupe, 2 Doors, 4 Seats,36569
Kia,2018.0,Picanto,Hatchback,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,White / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,18499
BMW,2016.0,X5,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,- / -,6 cyl,SUV, 4 Doors, 5 Seats,57990
Maserati,2012.0,Grancabrio,Convertible,USED,Automatic,"8 cyl, 4.7 L",Rear,Premium,Black / -,8 cyl,Convertible, 2 Doors, 4 Seats,109990
Mazda,2007.0,CX-9,SUV,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,Grey / -,6 cyl,SUV, 4 Doors, 7 Seats,11777
Ssangyong,2023.0,Musso,Brighton Ssangyong,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,Blue / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,44276
Isuzu,2018.0,D-MAX,Ute / Tray,USED,Manual,"4 cyl, 3 L",Rear,Diesel,Silver / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,26990
Jeep,2015.0,Grand,SUV,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,Black / -,6 cyl,SUV, 4 Doors, 5 Seats,29888
Toyota,2022.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 2.8 L",Rear,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,51990
Mitsubishi,2015.0,Outlander,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,22022
Kia,2018.0,Picanto,Hatchback,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,Silver / -,4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Hyundai,2021.0,I30,Hatchback,USED,Manual,"4 cyl, 2 L",Front,Premium,White / Black,4 cyl,Hatchback, 4 Doors, 5 Seats,55888
Mitsubishi,2022.0,ASX,Pickering Auto Group Mitsubishi New Car,DEMO,Automatic,"4 cyl, 2 L",Front,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,32930
Hyundai,2019.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Grey,4 cyl,SUV, 4 Doors, 5 Seats,26990
Kia,2020.0,Cerato,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Black,4 cyl,Sedan, 4 Doors, 5 Seats,27930
Nissan,2017.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,31990
Volkswagen,2022.0,T-ROC,Bathurst Volkswagen,NEW,Automatic,"4 cyl, 2 L",AWD,Premium,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,56490
Volkswagen,2014.0,Tiguan,SUV,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,White / -,4 cyl,SUV, 4 Doors, 5 Seats,13800
Honda,2007.0,Jazz,Hatchback,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,Purple / -,4 cyl,Hatchback, 5 Doors, 5 Seats,6490
Mazda,2015.0,BT-50,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,Blue / Black,5 cyl,Ute / Tray, 4 Doors, 5 Seats,29600
Holden,2012.0,Commodore,Wagon,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Blue / -,6 cyl,Wagon, 4 Doors, 5 Seats,24990
Renault,2018.0,Koleos,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Premium,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,24999
Kia,2019.0,Stinger,Sedan,USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,Red / Black,6 cyl,Sedan, 4 Doors, 5 Seats,56888
Mazda,2006.0,3,Sedan,USED,Manual,"4 cyl, 2.3 L",Front,Unleaded,Grey / -,4 cyl,Sedan, 4 Doors, 5 Seats,7999
Toyota,2014.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Red / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,18990
Toyota,2015.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,19350
Holden,2013.0,Caprice,Sedan,USED,Automatic,"8 cyl, 6 L",Rear,Premium,Black / -,8 cyl,Sedan, 4 Doors, 5 Seats,34999
Kia,2015.0,Cerato,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,White / Grey,4 cyl,Sedan, 4 Doors, 5 Seats,16990
Toyota,2013.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,25980
Hyundai,2016.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,23999
BMW,2011.0,X1,SUV,USED,Automatic,"6 cyl, 3 L",Rear,Premium,White / Black,6 cyl,SUV, 4 Doors, 5 Seats,18888
Holden,2006.0,Astra,Hatchback,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,White / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,5999
Isuzu,2018.0,D-MAX,Ute / Tray,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,Red / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,37990
HSV,2004.0,Clubsport,Sedan,USED,Automatic,"8 cyl, 5.7 L",Rear,Premium,Black / -,8 cyl,Sedan, 4 Doors, 5 Seats,39990
Subaru,2019.0,Forester,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,21990
Mazda,2022.0,CX-5,Liverpool Mazda New Cars,DEMO,Automatic,"4 cyl, 2.2 L",AWD,Diesel,White / -,4 cyl,SUV, 4 Doors, 5 Seats,45779
Subaru,2018.0,Forester,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Silver / Black,4 cyl,SUV, 4 Doors, 5 Seats,30990
Kia,2021.0,Stonic,SUV,USED,Automatic,"3 cyl, 1 L",Front,-,White / -,3 cyl,SUV, 4 Doors, 5 Seats,33967
Mazda,2018.0,CX-3,SUV,USED,Automatic,"4 cyl, 1.5 L",AWD,Diesel,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,29990
Nissan,2006.0,Patrol,SUV,USED,Automatic,"6 cyl, 4.8 L",4WD,Unleaded,Silver / -,6 cyl,SUV, 4 Doors, 7 Seats,20990
Mazda,2023.0,CX-5,Liverpool Mazda New Cars,NEW,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,47162
Land,2014.0,Rover,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,Black / Black,4 cyl,SUV, 5 Doors, 5 Seats,25990
Nissan,2012.0,Almera,Sedan,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,White / Grey,4 cyl,Sedan, 4 Doors, 5 Seats,12990
Holden,2017.0,Commodore,Wagon,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Blue / Black,6 cyl,Wagon, 4 Doors, 5 Seats,31990
Haval,2021.0,H9,SUV,USED,Automatic,"4 cyl, 2 L",4WD,Premium,White / -,4 cyl,SUV, 4 Doors, 7 Seats,32999
Hyundai,2019.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / -,4 cyl,Hatchback, 4 Doors, 5 Seats,20990
BMW,2019.0,X5,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,Blue / -,6 cyl,SUV, 4 Doors, 5 Seats,97888
Toyota,2021.0,Yaris,SUV,USED,Automatic,"3 cyl, 1.5 L",AWD,Hybrid,Blue / Black,3 cyl,SUV, 4 Doors, 5 Seats,41888
BMW,2017.0,X1,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,36990
Nissan,2020.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,Black / -,4 cyl,SUV, 4 Doors, 5 Seats,38580
Honda,2017.0,HR-V,SUV,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,20990
Kia,2014.0,Sportage,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,14999
Mazda,2017.0,3,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Red / Black Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,23888
Mitsubishi,2013.0,Pajero,SUV,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,Silver / -,4 cyl,SUV, 4 Doors, 7 Seats,17950
Suzuki,2016.0,Vitara,SUV,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,- / -,4 cyl,SUV, 4 Doors, 5 Seats,24990
Volkswagen,2022.0,T-Cross,Doncaster Volkswagen,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,White / Black,3 cyl,SUV, 4 Doors, 5 Seats,37500
Nissan,2009.0,Navara,Ute / Tray,USED,Manual,"6 cyl, 4 L",Rear,Unleaded,Black / -,6 cyl,Ute / Tray, 4 Doors, 5 Seats,11450
Volkswagen,2019.0,Amarok,Ute / Tray,USED,Manual,"6 cyl, 3 L",4WD,Diesel,White / Black,6 cyl,Ute / Tray, 4 Doors, 5 Seats,49888
Toyota,2014.0,RAV4,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,18499
Mitsubishi,2014.0,Mirage,Hatchback,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,Green / Black,3 cyl,Hatchback, 5 Doors, 5 Seats,8987
Volkswagen,2018.0,Golf,Hatchback,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Black / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,42888
Mitsubishi,2020.0,Eclipse,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,31490
Honda,2013.0,CR-V,SUV,USED,Manual,"4 cyl, 2 L",Rear,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,16890
Mazda,2019.0,3,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Grey / Black Leather,4 cyl,Sedan, 4 Doors, 5 Seats,33990
Subaru,2020.0,Forester,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,43990
Skoda,2022.0,Octavia,Alto Skoda Artarmon New Cars,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,White / Black/Grey,4 cyl,Wagon, 4 Doors, 5 Seats,54714
Audi,2001.0,A4,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Premium,Grey / -,4 cyl,Sedan, 4 Doors, 5 Seats,3990
Mitsubishi,2021.0,Outlander,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 7 Seats,39990
Subaru,2009.0,Liberty,Sedan,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,Black / Black,4 cyl,Sedan, 4 Doors, 5 Seats,12995
Holden,2006.0,Commodore,Sedan,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Blue / Black,6 cyl,Sedan, 4 Doors, 5 Seats,7499
Ford,2016.0,Focus,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,17950
Holden,2016.0,Commodore,Sedan,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,White / -,6 cyl,Sedan, 4 Doors, 5 Seats,32995
Volkswagen,2008.0,Golf,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Premium,Silver / -,4 cyl,Hatchback, 5 Doors, 5 Seats,14990
Mini,2023.0,Convertible,Geelong MINI New,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,White / -,4 cyl,Convertible, 2 Doors, 4 Seats,69900
Toyota,2005.0,Landcruiser,SUV,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,White / -,4 cyl,SUV, 4 Doors, 8 Seats,14950
MG,2023.0,ZST,Browns Plains MG New,NEW,Automatic,"4 cyl, 1.5 L",Front,-,Blue / -,4 cyl,SUV, 5 Doors, 5 Seats,28990
Mercedes-Benz,2013.0,A200,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Diesel,Silver / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,24877
Subaru,2017.0,Forester,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,30999
Ford,2012.0,Territory,SUV,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,Grey / -,6 cyl,SUV, 4 Doors, 5 Seats,18990
Nissan,2015.0,Pathfinder,SUV,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,White / -,6 cyl,SUV, 4 Doors, 7 Seats,23868
Mazda,2023.0,3,Rockdale Mazda New,NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,White / Black Leather,4 cyl,Hatchback, 5 Doors, 5 Seats,41288
Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,44990
GWM,2022.0,Haval,Dominelli GWM,NEW,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,41485
Hyundai,2019.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / -,4 cyl,Hatchback, 4 Doors, 5 Seats,22490
Holden,2017.0,Commodore,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Premium,Silver / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,24788
Subaru,2022.0,Outback,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,43999
Holden,2016.0,Barina,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,Silver / -,4 cyl,Hatchback, 5 Doors, 5 Seats,14990
Kia,2017.0,Cerato,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,21488
Nissan,2021.0,Qashqai,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,34490
Toyota,2012.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Red / Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,15990
Skoda,2016.0,Superb,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Premium,Black / Grey,4 cyl,Sedan, 4 Doors, 5 Seats,24855
Nissan,2015.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,White / Leather,4 cyl,SUV, 4 Doors, 5 Seats,17886
Toyota,2010.0,HiAce,Commercial,USED,Manual,"4 cyl, 3 L",Rear,Diesel,White / Grey,4 cyl,Commercial, 4 Doors, 3 Seats,19985
Hyundai,2017.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,White / Red,4 cyl,SUV, 4 Doors, 5 Seats,29990
Lexus,2021.0,ES300H,Autohome Australia,USED,-,"4 cyl, 2.5 L",Front,Hybrid,White / Black,4 cyl,Sedan, 4 Doors, 5 Seats,67800
Nissan,2019.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,29777
Toyota,2014.0,Landcruiser,SUV,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,White / -,4 cyl,SUV, 4 Doors, 7 Seats,44999
Toyota,2017.0,C-HR,SUV,USED,Automatic,"4 cyl, 1.2 L",AWD,Premium,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,29490
Toyota,2021.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,White / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,39990
Toyota,2022.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,White / 44Fa20,4 cyl,Hatchback, 5 Doors, 5 Seats,34990
Holden,2013.0,Trax,SUV,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Black / Black,4 cyl,SUV, 4 Doors, 5 Seats,18900
Ford,2017.0,Ranger,Ute / Tray,USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,- / -,5 cyl,Ute / Tray, 2 Doors, 2 Seats,29999
Holden,2018.0,Colorado,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,23980
Mazda,2014.0,CX-5,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Black  Cloth,4 cyl,SUV, 4 Doors, 5 Seats,22900
Mazda,2017.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,22990
Holden,2007.0,Barina,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,- / -,4 cyl,Hatchback, 3 Doors, 5 Seats,4999
Volkswagen,2014.0,Caddy,Commercial,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,White / -,4 cyl,Commercial, 3 Doors, 2 Seats,25990
Volkswagen,2015.0,Polo,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,Black / Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,22990
Toyota,2014.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,White / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,20990
Audi,2022.0,RS,Audi Centre Gold Coast NEW Frizelle Sunshine Automotive,DEMO,Automatic,"5 cyl, 2.5 L",AWD,Premium,Green / Black/Express Red Stitching,5 cyl,SUV, 4 Doors, 5 Seats,129990
Suzuki,2017.0,Vitara,SUV,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,23990
Ford,2016.0,Ranger,Ute / Tray,USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,White / -,5 cyl,Ute / Tray, 4 Doors, 5 Seats,45888
Mitsubishi,2016.0,Lancer,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Black,4 cyl,Sedan, 4 Doors, 5 Seats,16977
